"","x"
"bc22","Status Z M I E Ń, gdy PRZYBYŁ na 3"
"bc23","Przyczyny czasowej nieobecności"
"bc24m","data przybycia (miesiąc) "
"bc24r","data przybycia (rok) "
"bc25m","data opuszczenia (miesiąc)"
"bc25r","data opuszczenia (rok)"
"bc26","przyczyna przybycia"
"bc27","przyczyna opuszczenia"
"bd2","Czy w ciągu ostatnich 7 dni osoba wykonywała pracę?"
"bd3","Czy w ciągu ostatnich 7 dni osoba miała pracę, ale jej czaso"
"bd4","Ile godzin pracowała osoba w ciągu ostatnich 7 dni?"
"bd5","Czy była to praca w pełnym wymiarze?  1 - TAK (przejść do 9)"
"bd6","Czy osoba poszukiwała pracy w ciągu ostatnich 4 tygodni?"
"bd7","Dlaczego  nie poszukuje pracy?"
"bd8","Czy jest gotowa do podjęcia pracy w tym lub następnym tygodn"
"bd9","Czy osoba jest zarejestrowana w urzędzie pracy? "
"bd10","Jak długo osoba pozostaje obecnie bez pracy?"
"bd11","Czy osoba była w ostatnich 5 latach zarejestrowana w urzędzi"
"bd12","Ile razy osoba była zarejestrowana w urzędzie pracy w ostatn"
"bd13","Jak długo łącznie w ostatnich 5 latach osoba pozostawała bez"
"bd14","Własność instytucji, w której osoba pracuje jako w głównym m"
"bd15","Własność instytucji, w której osoba pracuje jako w dodatkowy"
"bd16","Zawód wykonywany"
"bd17","Zawód biernego zawodowo, PISZ 0 gdy NIGDY NIE PRACOWAŁ"
"bd18","Jeśli osoba jest bezrobotna, czy otrzymuje zasiłek dla bezro"
"bd19","Jeśli osoba jest bezrobotna, czy uczestniczy lub uczestniczy"
"bp2_1","najważniejszy warunek udanego, szczęśliwego życia"
"bp2_2","najważniejszy warunek udanego, szczęśliwego życia"
"bp2_3","najważniejszy warunek udanego, szczęśliwego życia"
"bp3","Jak ocenia Pan swoje całe dotychczasowe życie"
"bp4","Kiedy żyło się Panu łatwiej"
"bp5","Oczekiwania żony wobec Pana były tak duże"
"bp6","Żona wydawała wspólne pieniądze w sposób zbyt rozrzutny"
"bp7","Problemy i kłopoty żony  przysparzały zmartwień"
"bp8","Wątpił Pan, czy własne dzieci są wystarczająco pracowite i t"
"bp9","Musiał Pan wysłuchiwać skarg na swoje dzieci"
"bp10","Poniósł Pan jakieś koszty w związku z tym, co zrobiły Pana d"
"bp11","Dzieci lekceważyły sobie i odrzucały Pana pomoc, rady i wska"
"bp12","Czuł Pan, że traci wpływ na swoje dzieci"
"bp13","Ktoś z rodziców, teściów lub starszych krewnych narzekał na "
"bp14","Czuł się Pan odpowiedzialny za zapewnienie opieki i dobre sa"
"bp15","Niepokoił Pana stan zdrowia lub sprawność umysłu któregoś z "
"bp16","Problemy i kłopoty krewnych w podeszłym wieku przysparzały z"
"bp17","Czuł Pan, że Pana źródło dochodów jest niestałe i niepewne "
"bp18","Problemy i kłopoty finansowe przysparzały zmartwień  i utrud"
"bp19"," Czuł Pan, że Pana praca jest zbyt uciążliwa, brudna lub nie"
"bp20"," Odczuwał Pan nadmiar obowiązków w pracy, którym nie mógł po"
"bp21"," Był Pan traktowany niesprawiedliwie przez innych w pracy"
"bp22","Odczuwał Pan nadmierne zatłoczenie w miejscu zamieszkania"
"bp23","Obawiał się Pan przestępczości, narkomanii, chuligaństwa w s"
"bp24","Problemy związane z sąsiadami lub innymi ludźmi z okolicy za"
"bp25","Odczuwał Pan dolegliwości fizyczne, które utrudniały Panu wy"
"bp26","Problemy ze zdrowiem utrudniały Panu wykonywanie codziennych"
"bp27","Załatwiał Pan jakąś sprawę urzędową"
"bp28","Nie mógł Pan sprawnie, szybko i bez trudności załatwić jakie"
"bp29","Musiał Pan szukać znajomości lub innych sposobów, aby załatw"
"bp30","Czuł się Pan całkowicie bezsilny i upokorzony przy załatwian"
"bp31","Nie wiedział Pan, gdzie się zwrócić o pomoc lekarską dla sie"
"bp32","Nie miał Pan zaufania do służby zdrowia, jeżeli chodzi o pom"
"bp33","Zrezygnował Pan, mimo potrzeby, z wizyty u lekarza, ponieważ"
"bp34","Podjął Pan  lepiej płatną lub dodatkową pracę"
"bp35","Zainwestował Pan jakieś pieniądze w produkcję, handel lub us"
"bp36","Zarobił Pan jakieś pieniądze na akcjach, obligacjach lub prz"
"bp37","Zdobył Pan nowe kwalifikacje lub umiejętności z myślą o możl"
"bp38","Jak ocenia Pan materialny poziom swego obecnego życia"
"bp39","w jakim stopniu materialny poziom Pana obecnego życia odpowi"
"bp40","jak oceniłby Pan swoje życie w tych dniach "
"bp41","porównanie poziomu materialnego do tego, co mają inni ludzie"
"bp42_1","korzystał z usług placówek zdrowia opłacanych przez kasy cho"
"bp42_2","korzystał z usług placówek, w których trzeba płacić z własne"
"bp42_3","korzystał z usług placówek opłacanych przez pracodawcę, któr"
"bp43","Jak często w minionych  miesiącach zdarzało się Panu być tak"
"bp44","Czy zdarzyło się w ostatnim roku, że nie przerwał Pan pracy,"
"bp45_1","zaufanie do instytucji finansowych polskich"
"bp45_2","zaufanie do instytucji finansowych zagranicznych"
"bp46","Czy w poprzednim roku korzystał Pan z usług lekarzy opłacany"
"bp47","Ocena usług"
"bp48_1","Zaufanie do banków"
"bp48_2","Zaufanie do towarzystw ubezpieczeń na życie"
"bp48_3","Zaufanie do towarzystw ubezpieczeń majątkowych"
"bp48_4","Zaufanie do funduszy inwestycyjnych (powierniczych)"
"bp48_5","Zaufanie do funduszy emerytalnych"
"bp48_6","Zaufanie do giełdy"
"bp49","Czy  w ostatnich trzech latach był Pan w szpitalu"
"bp50_1","wybrał szpital kierując się sugestiami lekarza     "
"bp50_2","wyboru szpitala dokonał pracownik pogotowia ratunkowego"
"bp50_3","wybrał szpital kierując się własnymi informacjami  "
"bp50_4","wybrał dany szpital dlatego, że jest najbliżej     "
"bp51","Czy czuje się Pan kochany i darzony zaufaniem"
"bp52","Czy czuje się Pan osamotniony, mimo że tego nie chce"
"bp53","Ile osób zalicza Pan do grona swoich przyjaciół"
"bp54_1","zwracam się o radę i pomoc do innych ludzi                "
"bp54_2","mobilizuję się i przystępuję do działania                 "
"bp54_3","sięgam po alkohol                                         "
"bp54_4","pocieszam się, mogło być jeszcze gorzej, innym jest gorzej"
"bp54_5","poddaję się, nie wiem co robić                            "
"bp54_6","zażywam środki uspokajające                               "
"bp54_7","modlę się o pomoc do Boga                                 "
"bp54_8","zajmuję się rzeczami, które odwracają uwagę i pop.nastrój "
"bp55","Czy ma Pan jakieś konkretne plany na najbliższą przyszłość"
"bp56","Jak silne w tych dniach jest Pana pragnienie życia"
"bp57_n","N.kategorie odczuć i zachowań: WYGLĄD"
"bp57_o","O.kategorie odczuć i zachowań: ZAPAŁ DO PRACY"
"bp57_p","P.kategorie odczuć i zachowań: SEN"
"bp57_q","Q.kategorie odczuć i zachowań: MĘCZLIWOŚĆ"
"bp57_r","R.kategorie odczuć i zachowań: APETYT"
"bp57_t","T.kategorie odczuć i zachowań: ZDROWIE"
"bp57_u","U.kategorie odczuć i zachowań: SEKS"
"bp58","Jakie wykształcenie miał Pana OJCIEC (lub główny opiekun/opi"
"bp59","Jak często przeciętnie w ciągu miesiąca bierze Pan udział w "
"bp60_1","Somatyka - silne bóle głowy"
"bp60_2","Somatyka - bóle brzucha lub wzdęcia"
"bp60_3","Somatyka - ból albo napięcie mięśni karku i ramion"
"bp60_4","Somatyka - bóle w klatce piersiowej lub sercu"
"bp60_5","Somatyka - suchość w ustach lub gardle"
"bp60_6","Somatyka - napady pocenia się"
"bp60_7","Somatyka - uczucie duszności"
"bp60_8","Somatyka - łamanie i bóle w całym ciele"
"bp60_9","Somatyka - gwałtowne bicie serca (palpitacje)"
"bp60_10","Somatyka - dreszcze lub drgawki"
"bp60_11","Somatyka - uczucie parcia na pęcherz i częstsze oddawanie moczu"
"bp60_12","Somatyka - uczucie zmęczenia nie związanego z pracą"
"bp60_13","Somatyka - zaparcia"
"bp60_14","Somatyka - krwawienie z nosa"
"bp60_15","Somatyka - gwałtowne skoki ciśnienia krwi"
"bp61","Czy Pana zdaniem reformy w Polsce po 1989 roku udały się"
"bp62","Czy zmiany, jakie zaszły w Polsce od 1989 r. miały wpływ na "
"bp63","czy ogólnie rzecz biorąc ten wpływ był"
"bp64","Czy pali Pan papierosy"
"bp65","ile przeciętne sztuk papierosów dziennie Pan wypala"
"bp66","czy kiedykolwiek w życiu palił Pan papierosy"
"bp67_1","Zadowolenie ze swoich stosunków z najbliższymi w rodzinie"
"bp67_2","Zadowolenie z sytuacji finansowej własnej rodziny"
"bp67_3","Zadowolenie ze stosunków z kolegami (grupą przyjaciół)"
"bp67_4","Zadowolenie z obecnych dochodów rodziny"
"bp67_5","Zadowolenie z możliwości zaspokojenia potrzeb żywnościowych"
"bp67_6","Zadowolenie ze stanu swojego zdrowia"
"bp67_7","Zadowolenie ze swoich osiągnięć życiowych"
"bp67_8","Zadowolenie z sytuacji w kraju"
"bp67_9","Zadowolenie z warunków mieszkaniowych"
"bp67_10","Zadowolenie z miejscowości, w której Pan żyje"
"bp67_11","Zadowolenie z poziomu dostępnych  dóbr i usług"
"bp67_12","Zadowolenie z perspektyw na przyszłość"
"bp67_13","Zadowolenie z życia seksualnego"
"bp67_14","Zadowolenie ze swego wykształcenia"
"bp67_15","Zadowolenie ze sposobu spędzania wolnego czasu"
"bp67_16","Zadowolenie z norm moralnych panujących w otoczeniu"
"bp67_17","Zadowolenie z pracy"
"bp67_18","Zadowolenie z dzieci"
"bp67_19","Zadowolenie z małżeństwa"
"bp67_20","Zadowolenie ze stanu bezpieczeństwa w miejscu zamieszkania"
"bp68","miniony rok należał w Pana życiu do udanych"
"bp69_1","od władz             "
"bp69_2","ode mnie samego      "
"bp69_3","od innych ludzi      "
"bp69_4","od losu (opatrzności)"
"bp70","Czy w  ciągu ostatnich trzech lat zdarzyło się,  że  angażował się na rzecz społeczności lokalnej"
"bp71","korzystałem z porad psychologa (psychiatry)"
"bp72","piłem za dużo alkoholu"
"bp73","próbowałem narkotyków"
"bp74","zmarł ktoś bliski "
"bp75_1","matka                                        "
"bp75_2","ojciec                                       "
"bp75_3","żona/mąż (narzeczona(-y), dziewczyna/chłopak)"
"bp75_4","dziecko                                      "
"bp75_5","brat /siostra                                "
"bp75_6","babcia /dziadek                              "
"bp75_7","przyjaciel                                   "
"bp75_8","inna bliska osoba                            "
"bp76","nie mogłem znaleźć pracy po ukończeniu szkoły"
"bp77","zostałem przeniesiony na gorsze stanowisko"
"bp78","ominął mnie awans zawodowy"
"bp79","awansowałem"
"bp80","miałem poważne problemy z szefem"
"bp81","otworzyłem własny interes, założyłem firmę"
"bp82","na prowadzonych interesach straciłem dużo pieniędzy"
"bp83","z konieczności podjąłem pracę niezgodną z kwalifikacjami"
"bp84","okradziono mnie"
"bp85","zostałem napadnięty i pobity"
"bp86","włamano się do mojego domu  lub samochodu"
"bp87","oskarżono mnie o dokonanie czynu, za który grozi kara więzie"
"bp88","byłem zatrzymany przez policję"
"bp89","zostałem oskarżony w sprawie cywilnej "
"bp90","bliska osoba została aresztowana lub miała kłopoty z prawem"
"bp91","byłem dyskryminowany ze względu na narodowość, wygląd, przek"
"bp92","moje mieszkanie (dom) zostało poważenie zniszczone"
"bp93","przeprowadzony został remont mojego mieszkania (domu)"
"bp94","miałem kłopoty z właścicielem lub zarządcą budynku, w którym"
"bp95","Czy brał  udział w ostatnich wyborach samorządowych"
"bp96","Czy zna nazwisko obecnego wójta gminy, burmistrza lub  prezy"
"bp98","co by wybrał: (200) czy (0,400)"
"bp97","(Jaki okres był po wojnie najlepszy) I L E OKRESÓW:"
"bp99","Które z podanych stwierdzeń o demokracji jest Panu najbliższ"
"bp100","Czy można ufać większości ludzi"
"bp101","co by Pan wybrał: (-200) czy (0,-400)"
"bp102","Czy jest Pan członkiem jakichś organizacji, stowarzyszeń, pa"
"bp103","czy pełnił Pan kiedykolwiek jakieś funkcje w takich organiza"
"bp104_1","ktoś z miejscowych władz             "
"bp104_2","ksiądz, parafia                      "
"bp104_3","nauczyciele, szkoła                  "
"bp104_4","właściciel firmy, miejscowy biznesmen"
"bp104_5","ja sam                               "
"bp104_6","organizacje społeczne, stowarzyszenia"
"bp104_7","dziennikarze                         "
"bp104_8","inne osoby                           "
"bp104_1i","animator - ktoś z władz"
"bp10410i","animator - nikt"
"bp104_2i","animator - ksiądz"
"bp104_3i","animator - nauczyciele"
"bp104_4i","animatir - biznesmen"
"bp104_5i","animator - ja"
"bp104_6i","animator - org. społeczne"
"bp104_7i","animator - dziennikarze"
"bp104_8i","animator - inne osoby"
"bp104_9i","animator - nie wiem"
"bp105","Czy w ostatnim roku był Pan na jakimś zebraniu publicznym"
"bp106","Czy zabrał Pan głos w jakiejś sprawie"
"bp107","Pana własny (osobisty) dochód miesięczny netto (na rękę) śre"
"bp108","Jakiego dochodu miesięcznie spodziewa się Pan za dwa lata"
"bp109","Czy ogólnie jest Pan z siebie zadowolony, czy niezadowolony"
"bp110_1","Szansa: padnięcie ofiarą włamania"
"bp110_2","Szansa: popadnięcie w alkoholizm"
"bp110_3","Szansa: znalezienie się w więzieniu"
"bp110_4","Szansa: zrobienie dużej kariery w swoim zawodzie"
"bp110_5","Szansa: dożycie w zdrowiu sędziwego wieku"
"bp110_6","Szansa: podjęcie próby samobójczej"
"bp110_7","Szansa: zachorowanie na raka"
"bp110_8","Szansa: wygranie w TOTOLOTKA ponad 100 tys. zł."
"bp110_9","Szansa: przejście przez życie bez utraty twarzy, w sposób go"
"bp110_10","Szansa: popadnięcie w ubóstwo"
"bp110_11","Szansa: załamanie nerwowe"
"bp110_12","Szansa: samotność"
"bp110_13","Szansa: zrealizowanie większości planów życiowych"
"bp110_14","Szansa: zachorowanie na AIDS"
"bp110_15","Szansa: doznanie ataku serca"
"bp111","Czy obstawia Pan jakieś zakłady"
"bp112","Czy używa Pan komputera"
"bprne","Pracuje i nie jest na emeryturze"
"bp113","Czy uczestniczy Pan w jakimś dodatkowym zabezpieczeniu emery"
"bp114","Czy zamierza Pan uczestniczyć w jakimś dodatkowym zabezpiecz"
"bp115","W jakiej formie"
"bp116_1","Warunek IIIF:  płacenia składki przez pracodawcę"
"bp116_2","Warunek IIIF:  zwolnienia składki od podatku"
"bp116_3","Warunek IIIF:  zwolnienia oszczędności od podatku"
"bp116_4","Warunek IIIF:  będę oszczędzał niezależnie od ulg"
"bprzaw","Pracuje zawodowo"
"bp117_1","dodatkową formę wynagradzania 1"
"bp117_2","dodatkową formę wynagradzania 2"
"bp118_1","abonamentu zdrowotnego"
"bp118_2","dodatkowego zabezpieczenia emerytalnego"
"bp118_3","ubezpieczenia na życie"
"bp118_4","ryczałtu na benzynę"
"bp118_5","telefonu komórkowego"
"bp118_6","ekwiwalentu pieniężnego"
"bp119","ubezpieczenia grupowego zawieranego za pośrednictwem zakładu"
"bp120_1","Kto płaci składkę gr.ub. na życie"
"bp120_2","Kto płaci składkę gr.ub. na życie z funduszem inwestycyjnym"
"bp120_3","Kto płaci składkę gr.ub. od następstw nieszczęśliwych wypadk"
"bp120_4","Kto płaci składkę gr.ub. OC z tytułu wykonywanego zawodu"
"bprzaw50","Pracuje zawodowo przed 50"
"bp121","Czy wybierał Pan jakiś otwarty fundusz emerytalny"
"bp122_1","reklamą danego funduszu                              "
"bp122_2","zaufaniem do danego funduszu                         "
"bp122_3","niskimi opłatami na rzecz funduszu                   "
"bp122_4","radą kogoś z rodziny lub ze znajomych                "
"bp122_5","informacjami akwizytora reprezentującego dany fundusz"
"bp122_6","dotychczasowymi wynikami inwestycyjnymi funduszu     "
"bp122_7","innymi względami                                     "
"bp123","Jak ocenia Pan swoje umiejętności posługiwania się komputere"
"bp124","Ile godzin w ostatnim tygodniu spędził Pan przy komputerze"
"bp125","Czy kiedykolwiek korzystał Pan z Internetu lub poczty elektr"
"bp126_1","w pracy                          "
"bp126_2","w domu                           "
"bp126_3","w szkole/na uczelni              "
"bp126_4","w kawiarence internetowej/ klubie"
"bp126_5","u znajomych/ rodziny             "
"bp127_1","w pracy                          "
"bp127_2","w domu                           "
"bp127_3","w szkole/na uczelni              "
"bp127_4","w kawiarence internetowej/ klubie"
"bp127_5","u znajomych/ rodziny             "
"bp128_1","e-kontakty: rodzina "
"bp128_2","e-kontakty: osoby, z którymi pracuję"
"bp128_3","e-kontakty: znajomi, przyjaciele, z którymi mam kontakt takż"
"bp128_4","e-kontakty: osoby, z którymi nie mam teraz bezpośredniego ko"
"bp128_5","e-kontakty: osoby poznane przez Internet"
"bp128_6","e-kontakty: osoby o podobnych zainteresowaniach"
"bp128_7","e-kontakty: sympatia "
"bp129_1","sprawdzanie i wysyłanie poczty elektronicznej (e-mail)"
"bp129_2","korzystanie z komunikatorów umożliwiających rozmowy"
"bp129_3","uczestniczenie w czatach "
"bp129_4","uczestniczenie w grupach lub forach dyskusyjnych "
"bp129_5","przeglądanie stron WWW"
"bp129_6","zbieranie materiałów potrzebnych do nauki lub pracy"
"bp129_7","kupowanie produktów przez Internet "
"bp129_8","korzystanie z banku przez Internet"
"bp129_9","uczestniczenie w aukcjach Internetowych "
"bp129_10","granie w gry sieciowe przez Internet"
"bp129_11","ściąganie darmowego oprogramowania, muzyki lub filmów"
"bp129_12","tworzenie lub modyfikowanie własnej strony WWW. "
"bp130","Ile godzin w ostatnim tygodniu korzystał Pan z Internetu"
"bp131","Kiedy zaczął Pan korzystać z Internetu"
"cc3","symbol stopnia pokrewieństwa z głową gospodarstwa domowego"
"cc4","symbol numeru rodziny"
"cc5","symbol stopnia pokrewieństwa z głową rodziny"
"cc10","symbol stanu cywilnego"
"cc13","kierun ukończonego wykształcenia"
"cc14","symbol dotyczący statusu edukacyjnego"
"cc15","symbol dotyczący rodzaju usługi edukacyjnej"
"cc16","prawo jazdy"
"cc17","korzystanie z komputera"
"cc18","j.angielski"
"cc19","j.niemiecki"
"cc20","j.francuski"
"cc21","j.rosyjski"
"cc22","inny język"
"cc23","liczba aparatów kom"
"cc24","główne źródło utrzymania"
"cc25","dodatkowe 1 źródło utrzymania"
"cc26","dodatkowe 2 źródło utrzymania"
"cc27","dodatkowe 3 źródło utrzymania"
"cc28","symbol kategorii niepełnosprawności"
"cc29","symbol statusu obecności osoby w gospodarstwie "
"cc30","symbol przyczyn czasowej nieobecności"
"cc31","symbol członkostwa osoby w gospodarstwie domowym"
"cc32m","przybycie:miesiąc   "
"cc32r","przybycie:rok       "
"cc33m","opuszczenie:miesiąc"
"cc33r","opuszczenie:rok"
"cc34","jednocyfrowy symbol przyczyn przybycia do gospodarstwa "
"cc35","jednocyfrowy symbol przyczyn opuszczenia gospodarstwa "
"cc36","podleganie wyw ind"
"cc37","czy przeprowadzono wyw ind"
"cd2","7 dni, pracę zarobek, dochód lub pomagała nieodpłatnie w rodzinnej działalności gospodarczej?"
"cd3","7 dni pracę ale jej czasowo nie wykonywała? "
"cd4","Ile godzin pracowała osoba w ciągu ostatnich 7 dni?"
"cd5","Czy była to praca w pełnym wymiarze? "
"cd6","Czy osoba poszukiwała pracyw ciągu ostatnich 4 tygodni?"
"cd7","Dlaczego nie poszukuje pracy?"
"cd8","Czy jest gotowa do podjęcia pracyw tym lub następnym tygodniu?"
"cd9","Czy osoba jest zarejestrowana w urzędzie pracy?"
"cd10","liczba miesięcy pozostawania bez pracy"
"cd11","Czy osoba była w ostatnich 2 latach zarejestrowana w urzędzie pracy?"
"cd12","ile razy osoba była zarejestrowana w urzędzie pracy"
"cd13","ilość miesięcy pozostawania bez pracy"
"cd14","symbol formy własności głów. miejsc. pracy"
"cd15","symbol formy własności dodatk. miejsc. pracy"
"cd16","czy otrzymuje zasiłek dla bezrobotnych. "
"cd17","czy uczestniczy lub uczestniczyła w jakimś szkoleniu dla bezrobotnych"
"cd18","Czy podjęłaby pracę w krajachUE15"
"cd19","Czy zamierza szukać pracyw krajach UE15?"
"cd20","w jakim kraju piętnastki"
"cd21","symbole wykonywanego zawodu: aktualnie"
"cd22","symbole wykonywanego zawodu: ostatnio wykonywany"
"cp2_1","warunek udanego życia:PIENIĄDZE"
"cp2_2","warunek udanego życia:DZIECI"
"cp2_3","warunek udanego życia:UDANE MAŁŻEŃSTWO"
"cp2_4","warunek udanego życia:PRACA"
"cp2_5","warunek udanego życia:PRZYJACIELE"
"cp2_6","warunek udanego życia:OPATRZNOŚĆ, BÓG"
"cp2_7","warunek udanego życia:POGODA DUCHA, OPTYMIZM"
"cp2_8","warunek udanego życia:UCZCIWOŚĆ"
"cp2_9","warunek udanego życia:ŻYCZLIWOŚĆ I SZACUNEK OTOCZENIA"
"cp2_10","warunek udanego życia:WOLNOŚĆ, SWOBODA"
"cp2_11","warunek udanego życia:ZDROWIE"
"cp2_12","warunek udanego życia:WYKSZTAŁCENIE"
"cp2_13","warunek udanego życia:SILNY CHARAKTER"
"cp2_14","warunek udanego życia:INNE"
"cp3","Jak ocenia Pan swoje całe dotychczasowe życie"
"cp4","Kiedy żyło się Panu łatwiej—przed 1989 rokiem czy obecnie?"
"cp5","Oczekiwania żony (partnerki) wobec Pana były tak duże, że nie mógł im Pan sprostać"
"cp6","Żona (partnerka) wydawała wspólne pieniądze w sposób zbyt rozrzutny"
"cp7","Problemy i kłopoty żony (partnerki) przysparzały zmartwień i utrudniały Panu życie"
"cp8","Wątpił Pan, czywłasne dzieci są wystarczająco pracowite i twarde, aby dać sobie radę w życiu"
"cp9","Musiał Pan wysłuchiwać skarg na swoje dzieci (np. w szkole, od sąsiadów, od innych rodziców)"
"cp10","Poniósł Pan jakieś kosztyw związku z tym, co zrobiły Pana dzieci"
"cp11","Dzieci lekceważyły sobie i odrzucały Pana pomoc, rady i wskazówki"
"cp12","Czuł Pan, że traci wpływ na swoje dzieci"
"cp13","Ktoś z rodziców, teściów lub starszych krewnych narzekał na Pana i był wyjątkowo wobec Pana krytyczny"
"cp14","Czuł się Pan odpowiedzialny za zapewnienie opieki i dobre samopoczucie rodziców lub starszych krewnych"
"cp15","Niepokoił Pana stan zdrowia lub sprawność umysłu któregoś z rodziców lub jakiegoś starszego krewnego"
